Name,OVR,PAC,SHO,PAS,DRI,DEF,PHY,Acceleration,Sprint.Speed,Positioning,Finishing,Shot.Power,Long.Shots,Volleys,Penalties,Vision,Crossing,Free.Kick.Accuracy,Short.Passing,Long.Passing,Curve,Dribbling,Agility,Balance,Reactions,Ball.Control,Composure,Interceptions,Heading.Accuracy,Def.Awareness,Standing.Tackle,Sliding.Tackle,Jumping,Stamina,Strength,Aggression,Position,Weak.foot,Skill.moves,Preferred.foot,Height,Weight,Alternative.positions,Age,Nation,League,Team,url,GK.Diving,GK.Handling,GK.Kicking,GK.Positioning,GK.Reflexes,gender,name_norm,player_id,name,current_club_name,last_season,market_value_in_eur,highest_market_value_in_eur,statut_match,joueur_probablement_retraite,name_tm,score_matching
Andrés Mosquera,73,70,42,59,55,74,74,72,68,37.0,36.0,58,45.0,38.0,31,55,55.0,36.0,68,58,51.0,47.0,65,55,68,61,56,71.0,74.0,75.0,75.0,73.0,83,74,75,69,CB,3,2,Right,182,80,RB,34,Colombia,Sudamericana,América de Cali,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andres-mosquera/219787,,,,,,M,andres mosquera,100379.0,Andrés Mosquera,Independiente Santa Fe,2025.0,350000,1000000,ok,False,,
Alex Mowatt,73,54,69,74,70,66,72,53,54,65.0,63.0,77,75.0,72.0,60,73,73.0,75.0,75,74,76.0,67.0,68,76,72,73,71,68.0,51.0,65.0,69.0,67.0,59,90,66,69,CDM,2,3,Left,177,71,CM,29,England,EFL Championship,West Brom,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alex-mowatt/213798,,,,,,M,alex mowatt,,,,,,,non_trouve,False,,
Stefan Mugoša,73,64,75,53,67,24,78,63,65,76.0,77.0,74,71.0,70.0,75,60,38.0,59.0,59,45,63.0,64.0,62,51,66,75,75,18.0,75.0,16.0,22.0,19.0,85,75,89,52,ST,4,3,Right,188,78,,32,Montenegro,K League 1,Incheon United,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/stefan-mugosa/223994,,,,,,M,stefan mugosa,149738.0,Stefan Mugosa,Incheon United Football Club,2025.0,400000,1000000,ok,False,,
Florent Muslija,73,78,67,71,77,30,49,78,78,68.0,61.0,75,74.0,64.0,71,69,65.0,79.0,75,70,79.0,77.0,89,92,68,74,63,32.0,38.0,27.0,28.0,33.0,49,68,40,48,CAM,3,4,Right,172,65,"LM, CM",26,Kosovo,Bundesliga,SC Freiburg,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/florent-muslija/239696,,,,,,M,florent muslija,337036.0,Florent Muslija,Fortuna Düsseldorf,2025.0,1800000,3000000,ok,False,,
Knowledge Musona,73,71,71,73,73,42,76,73,70,74.0,71.0,71,69.0,68.0,72,73,73.0,74.0,74,71,75.0,70.0,75,79,73,76,72,44.0,63.0,28.0,46.0,45.0,77,84,74,70,CAM,4,3,Right,177,71,"ST, LW",34,Zimbabwe,ROSHN Saudi League,Al Okhdood,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/knowledge-musona/194171,,,,,,M,knowledge musona,120785.0,Knowledge Musona,Al-Okhdood Club,2024.0,700000,2500000,ok,True,,
Andrey Santos,73,74,65,70,75,70,69,77,71,73.0,63.0,72,65.0,53.0,53,73,55.0,50.0,77,75,65.0,76.0,74,69,70,76,72,70.0,70.0,68.0,72.0,70.0,78,68,67,75,CM,3,3,Right,180,75,CDM,20,Brazil,Ligue 1 McDonald's,Strasbourg,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andrey-santos/273018,,,,,,M,andrey santos,743600.0,Andrey Santos,Chelsea FC,2025.0,40000000,45000000,ok,False,,
Sebastian Nanasi,73,70,64,71,77,32,65,75,65,71.0,65.0,62,64.0,60.0,59,78,60.0,58.0,78,65,68.0,77.0,86,88,70,76,70,32.0,37.0,38.0,25.0,33.0,59,79,61,58,LM,3,4,Right,178,71,"CAM, RM, LW",22,Sweden,Ligue 1 McDonald's,Strasbourg,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/sebastian-nanasi/256782,,,,,,M,sebastian nanasi,579928.0,Sebastian Nanasi,RC Strasbourg Alsace,2025.0,15000000,18000000,ok,False,,
Paul Nardi,73,74,67,68,76,50,72,54,43,10.0,10.0,51,10.0,10.0,16,49,10.0,10.0,35,36,12.0,10.0,35,52,71,25,31,21.0,17.0,15.0,14.0,10.0,62,20,54,24,GK,3,1,Right,187,77,,30,France,EFL Championship,QPR,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/paul-nardi/206218,74.0,67.0,68.0,72.0,76.0,M,paul nardi,189744.0,Paul Nardi,KAA Gent,2023.0,2500000,3000000,ok,True,,
Dan Neil,73,73,64,66,72,68,77,74,72,66.0,66.0,62,65.0,54.0,57,70,54.0,51.0,73,71,58.0,71.0,76,73,69,73,69,67.0,62.0,68.0,70.0,65.0,76,90,71,78,CDM,4,2,Right,178,65,CM,22,England,EFL Championship,Sunderland,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/dan-neil/258483,,,,,,M,dan neil,570336.0,Dan Neil,Sunderland AFC,2025.0,,,ok,False,,
Neto Borges,73,70,50,66,72,69,80,70,70,68.0,48.0,55,50.0,40.0,39,66,71.0,37.0,69,63,62.0,73.0,70,59,74,73,73,69.0,62.0,70.0,70.0,69.0,79,82,84,68,LB,3,3,Left,185,84,LM,28,Brazil,EFL Championship,Middlesbrough,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/neto-borges/242181,,,,,,M,neto borges,557939.0,Neto Borges,Clermont Foot 63,2023.0,3000000,4000000,ok,True,,
Carlos Neva,73,77,52,62,70,69,68,78,76,68.0,48.0,65,50.0,37.0,48,51,73.0,35.0,69,54,54.0,70.0,75,71,68,69,66,69.0,65.0,68.0,70.0,69.0,74,80,61,69,LB,2,3,Left,174,64,LM,28,Spain,LALIGA HYPERMOTION,Granada CF,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/carlos-neva/246844,,,,,,M,carlos neva,448844.0,Carlos Neva,Granada CF,2023.0,2500000,5000000,ok,True,,
Cyril Ngonge,73,83,72,67,75,35,64,87,79,71.0,71.0,75,75.0,67.0,64,58,73.0,58.0,72,57,74.0,77.0,79,71,68,75,62,40.0,68.0,22.0,35.0,35.0,80,64,64,60,RM,3,4,Left,179,67,"CAM, ST, RW",24,Belgium,Serie A Enilive,SSC Napoli,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/cyril-ngonge/246457,,,,,,M,cyril ngonge,358032.0,Cyril Ngonge,Torino FC,2025.0,7000000,12000000,ok,False,,
Tanguy Nianzou,73,60,37,55,63,72,75,53,66,36.0,32.0,57,25.0,37.0,42,53,37.0,30.0,68,66,40.0,63.0,54,58,67,67,65,71.0,78.0,71.0,73.0,69.0,81,68,78,75,CB,3,2,Right,191,83,,22,France,LALIGA EA SPORTS,Sevilla FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/tanguy-nianzou/252961,,,,,,M,tanguy nianzou,538996.0,Tanguy Nianzou,Sevilla FC,2025.0,1200000,12000000,ok,False,,
Moritz Nicolas,73,76,74,68,77,21,70,18,26,,,51,10.0,11.0,17,40,14.0,14.0,29,26,17.0,16.0,42,31,58,13,36,15.0,16.0,10.0,17.0,13.0,60,28,74,27,GK,2,1,Right,193,89,,26,Germany,Bundesliga,M'gladbach,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/moritz-nicolas/235018,76.0,74.0,68.0,70.0,77.0,M,moritz nicolas,284270.0,Moritz Nicolas,Borussia Mönchengladbach,2025.0,8000000,8000000,ok,False,,
Casper Nielsen,73,71,70,73,74,70,76,70,71,72.0,65.0,81,75.0,67.0,55,73,73.0,73.0,73,73,70.0,72.0,75,78,71,75,73,72.0,60.0,72.0,71.0,70.0,73,83,73,76,CM,3,3,Right,182,76,CDM,30,Denmark,1A Pro League,Club Brugge,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/casper-nielsen/210739,,,,,,M,casper nielsen,148365.0,Casper Nielsen,Standard Liège,2025.0,1500000,8000000,ok,False,,
Gustaf Nilsson,73,70,75,57,62,32,76,63,76,76.0,77.0,76,67.0,69.0,83,60,54.0,45.0,62,55,49.0,64.0,37,41,73,66,74,22.0,78.0,27.0,32.0,22.0,85,72,81,65,ST,2,2,Right,197,87,,27,Sweden,1A Pro League,Club Brugge,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gustaf-nilsson/223933,,,,,,M,gustaf nilsson,320440.0,Gustaf Nilsson,Club Brugge KV,2025.0,1800000,7000000,ok,False,,
Justin Njinmah,73,90,75,62,73,30,59,90,90,73.0,74.0,87,68.0,65.0,66,68,53.0,44.0,66,60,70.0,74.0,78,78,74,72,60,33.0,56.0,27.0,25.0,18.0,75,74,60,35,ST,3,3,Right,184,75,RM,23,Germany,Bundesliga,SV Werder Bremen,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/justin-njinmah/266183,,,,,,M,justin njinmah,596153.0,Justin Njinmah,SV Werder Bremen,2025.0,5000000,9000000,ok,False,,
Niels Nkounkou,73,78,49,69,75,66,73,79,77,64.0,50.0,58,42.0,28.0,37,65,76.0,31.0,73,68,67.0,77.0,75,74,69,74,64,68.0,55.0,68.0,67.0,64.0,76,80,74,61,LB,2,3,Left,180,77,LM,23,France,Bundesliga,Frankfurt,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/niels-nkounkou/255150,,,,,,M,niels nkounkou,591193.0,Niels Nkounkou,Torino FC,2025.0,2600000,7500000,ok,False,,
Andries Noppert,73,74,71,67,73,35,72,35,34,15.0,19.0,50,20.0,19.0,19,32,14.0,14.0,30,39,24.0,19.0,40,60,74,25,54,16.0,19.0,10.0,15.0,13.0,64,42,69,21,GK,3,1,Left,203,92,,30,Holland,Eredivisie,sc Heerenveen,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/andries-noppert/218212,74.0,71.0,67.0,72.0,73.0,M,andries noppert,276853.0,Andries Noppert,SC Heerenveen,2025.0,300000,5000000,ok,False,,
Obinna Nwobodo,73,82,61,64,70,73,74,82,82,60.0,56.0,75,64.0,61.0,46,59,57.0,48.0,72,64,69.0,71.0,81,73,67,67,66,76.0,58.0,73.0,77.0,73.0,75,90,65,76,CDM,3,3,Right,179,72,CM,27,Nigeria,MLS,FC Cincinnati,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/obinna-nwobodo/258881,,,,,,M,obinna nwobodo,364299.0,Obinna Nwobodo,Football Club Cincinnati,2025.0,2500000,3000000,ok,False,,
Armando Obispo,73,72,42,60,66,72,75,70,73,29.0,35.0,64,41.0,37.0,39,47,41.0,58.0,75,73,41.0,62.0,68,64,70,70,66,72.0,73.0,71.0,71.0,75.0,82,68,78,72,CB,2,2,Left,185,79,,25,Holland,Eredivisie,PSV,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/armando-obispo/241171,,,,,,M,armando obispo,339337.0,Armando Obispo,PSV Eindhoven,2025.0,4000000,5500000,ok,False,,
Jens Odgaard,73,73,73,68,72,42,77,72,73,73.0,72.0,78,74.0,73.0,59,70,67.0,58.0,71,62,67.0,73.0,67,65,74,72,69,32.0,72.0,45.0,39.0,28.0,84,82,79,65,ST,3,3,Left,188,80,RW,25,Denmark,Serie A Enilive,Bologna,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jens-odgaard/234671,,,,,,M,jens odgaard,345590.0,Jens Odgaard,Bologna Football Club 1909,2025.0,12000000,15000000,ok,False,,
Wilson Odobert,73,86,67,64,75,30,49,87,85,72.0,67.0,66,69.0,57.0,63,68,66.0,51.0,67,55,55.0,76.0,79,74,68,74,63,23.0,44.0,29.0,30.0,28.0,55,67,43,38,LM,4,3,Right,182,75,"RM, ST, LW",19,France,Premier League,Spurs,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/wilson-odobert/270579,,,,,,M,wilson odobert,743498.0,Wilson Odobert,Tottenham Hotspur,2025.0,18000000,22000000,ok,False,,
Chiedozie Ogbene,73,91,65,66,74,64,78,90,92,68.0,66.0,68,62.0,60.0,51,65,71.0,58.0,69,57,66.0,76.0,78,65,72,72,71,64.0,62.0,66.0,65.0,61.0,86,84,79,65,RB,4,3,Right,181,75,RM,27,Republic of Ireland,Premier League,Ipswich,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/chiedozie-ogbene/231005,,,,,,M,chiedozie ogbene,392591.0,Chiedozie Ogbene,Ipswich Town,2025.0,4000000,8000000,ok,False,,
Darius Olaru,73,83,73,72,74,64,82,82,84,71.0,72.0,79,73.0,63.0,65,73,70.0,72.0,73,71,74.0,70.0,88,89,74,73,68,64.0,63.0,62.0,66.0,61.0,83,92,76,85,CM,5,4,Right,177,71,CAM,26,Romania,SUPERLIGA,FCSB,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/darius-olaru/247972,,,,,,M,darius olaru,395800.0,Darius Olaru,FCSB,2025.0,4500000,7500000,ok,False,,
Brian Oliván,73,78,60,71,68,66,76,79,78,65.0,56.0,65,63.0,52.0,62,69,75.0,62.0,73,64,75.0,66.0,65,68,68,74,63,68.0,60.0,66.0,67.0,66.0,75,86,68,82,LB,3,2,Left,177,73,,30,Spain,LALIGA EA SPORTS,RCD Espanyol,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/brian-olivan/228326,,,,,,M,brian olivan,166677.0,Brian Oliván,RCD Espanyol Barcelona,2024.0,6000000,6000000,ok,True,,
Jorge Fernandes,73,34,34,48,57,74,80,34,34,26.0,25.0,61,24.0,45.0,42,31,35.0,32.0,63,64,34.0,60.0,33,33,65,63,63,67.0,71.0,73.0,80.0,74.0,75,61,92,76,CB,2,2,Right,191,91,,27,Portugal,Liga Portugal,Vitória SC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/jorge-fernandes/242359,,,,,,M,jorge fernandes,344395.0,Jorge Fernandes,Al-Fateh Club,2025.0,1500000,3000000,ok,False,,
Gastón Olveira,73,72,75,57,73,19,70,16,23,,,43,,,12,41,13.0,12.0,25,19,13.0,11.0,27,29,72,15,34,12.0,12.0,,12.0,10.0,54,18,63,21,GK,3,1,Right,191,80,,31,Uruguay,Sudamericana,Olimpia,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/gaston-olveira/254601,72.0,75.0,57.0,70.0,73.0,M,gaston olveira,301722.0,Gastón Olveira,,2025.0,,,ok,False,,
Samu,73,70,73,52,68,22,68,65,74,75.0,77.0,71,72.0,62.0,57,47,35.0,50.0,67,48,41.0,71.0,55,44,69,72,59,16.0,74.0,20.0,12.0,13.0,84,65,83,32,ST,3,3,Right,193,82,,20,Spain,Liga Portugal,FC Porto,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/samu/277581,,,,,,M,samu,291939.0,Samu,Vitória Guimarães SC,2025.0,2500000,2500000,ok,False,,
Karim Onisiwo,73,75,71,63,71,50,83,74,75,73.0,71.0,80,65.0,69.0,53,68,66.0,54.0,64,54,67.0,73.0,64,62,74,71,74,49.0,73.0,44.0,53.0,40.0,88,77,85,85,ST,3,3,Right,188,88,,32,Austria,Bundesliga,1. FSV Mainz 05,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/karim-onisiwo/229071,,,,,,M,karim onisiwo,119234.0,Karim Onisiwo,Fußballclub Red Bull Salzburg,2025.0,400000,4500000,ok,False,,
Luca Orellano,73,90,70,64,78,37,60,91,90,68.0,67.0,78,74.0,66.0,52,62,67.0,70.0,67,55,68.0,78.0,90,87,66,77,68,32.0,49.0,37.0,35.0,39.0,68,73,56,52,LM,3,4,Left,177,66,"RW, RM, LW",24,Argentina,MLS,FC Cincinnati,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luca-orellano/246423,,,,,,M,luca orellano,636784.0,Luca Orellano,CF Monterrey,2025.0,8000000,8000000,ok,False,,
Divock Origi,73,71,72,66,72,27,72,65,76,73.0,70.0,79,70.0,70.0,65,65,69.0,51.0,72,59,54.0,72.0,66,52,74,75,74,28.0,73.0,16.0,24.0,18.0,81,63,77,69,ST,4,4,Right,189,88,,29,Belgium,Serie A Enilive,Milano FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/divock-origi/213135,,,,,,M,divock origi,148368.0,Divock Origi,Nottingham Forest,2023.0,5000000,20000000,ok,True,,
Nicolás Oroz,73,73,63,74,75,66,69,74,72,69.0,63.0,72,60.0,51.0,53,76,68.0,70.0,80,69,74.0,74.0,79,80,70,75,70,69.0,50.0,65.0,70.0,67.0,68,74,69,63,CM,4,3,Left,171,71,"RM, LM",30,Argentina,Sudamericana,Argentinos Jrs.,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicolas-oroz/223105,,,,,,M,nicolas oroz,332250.0,Nicolás Oroz,Asociación Atlética Argentinos Juniors,2025.0,1000000,1000000,ok,False,,
Richard Ortiz,73,73,68,68,71,70,83,67,78,68.0,60.0,82,77.0,52.0,65,68,59.0,74.0,72,69,61.0,67.0,84,79,68,70,72,73.0,60.0,72.0,70.0,65.0,77,86,81,85,CDM,3,3,Left,174,75,CM,34,Paraguay,Sudamericana,Olimpia,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/richard-ortiz/216385,,,,,,M,richard ortiz,198484.0,,FC Vizela,2021.0,400000,600000,ok_approximatif,False,Richard Ofori,84.61538461538461
Alexandre Oukidja,73,72,70,70,73,47,74,48,45,11.0,14.0,53,19.0,15.0,24,31,13.0,18.0,25,26,11.0,15.0,54,59,68,14,57,18.0,16.0,12.0,19.0,13.0,67,31,70,32,GK,3,1,Right,184,80,,36,Algeria,Ligue 2 BKT,FC Metz,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/alexandre-oukidja/176772,72.0,70.0,70.0,74.0,73.0,M,alexandre oukidja,56809.0,Alexandre Oukidja,FK IMT Belgrad,2025.0,150000,3000000,ok,False,,
Reece Oxford,73,57,33,54,61,74,67,60,54,34.0,23.0,49,37.0,36.0,48,55,34.0,36.0,66,58,44.0,59.0,62,53,73,62,67,73.0,74.0,74.0,76.0,72.0,80,33,80,72,CB,3,2,Right,193,86,,25,England,Bundesliga,FC Augsburg,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/reece-oxford/225908,,,,,,M,reece oxford,314295.0,Reece Oxford,FC Augsburg,2024.0,450000,12000000,ok,True,,
Pacheco,73,73,72,68,73,44,72,46,42,14.0,16.0,51,15.0,13.0,23,53,14.0,20.0,29,30,20.0,11.0,58,53,72,21,62,26.0,10.0,18.0,16.0,13.0,67,43,73,29,GK,2,1,Left,186,81,,32,Spain,LALIGA EA SPORTS,RCD Espanyol,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pacheco/209960,73.0,72.0,68.0,72.0,73.0,M,pacheco,,,,,,,non_trouve,False,,
Nicolas Pallois,73,34,54,58,57,73,78,33,34,21.0,44.0,79,57.0,64.0,45,50,54.0,41.0,66,67,41.0,61.0,42,33,67,56,67,75.0,74.0,76.0,70.0,68.0,74,55,86,87,CB,2,2,Left,189,89,,36,France,Ligue 1 McDonald's,FC Nantes,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/nicolas-pallois/199393,,,,,,M,nicolas pallois,139279.0,Nicolas Pallois,FC Nantes,2024.0,300000,3500000,ok,True,,
Kevin Paredes,73,78,59,66,78,58,49,82,74,69.0,63.0,64,53.0,39.0,45,68,68.0,35.0,70,62,59.0,78.0,87,91,71,76,57,58.0,36.0,59.0,63.0,60.0,48,65,34,68,LM,3,4,Left,175,61,"LB, LW",21,United States,Bundesliga,VfL Wolfsburg,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kevin-paredes/255272,,,,,,M,kevin paredes,711517.0,Kevin Paredes,VfL Wolfsburg,2025.0,2000000,7500000,ok,False,,
Anthony Partipilo,73,85,70,68,72,43,69,84,86,72.0,68.0,75,72.0,62.0,62,68,64.0,64.0,71,67,76.0,72.0,76,78,72,71,67,45.0,67.0,40.0,40.0,35.0,80,83,68,50,RM,2,3,Left,181,74,"ST, RW",29,Italy,Serie BKT,Frosinone,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/anthony-partipilo/210671,,,,,,M,anthony partipilo,182517.0,Anthony Partipilo,Parma Calcio 1913,2024.0,,,ok,True,,
Aleksandar Pavlović,73,69,60,75,72,68,65,74,65,40.0,63.0,64,60.0,40.0,50,72,67.0,65.0,81,80,65.0,73.0,70,69,69,74,67,69.0,65.0,70.0,67.0,69.0,73,75,64,54,CDM,4,2,Right,188,75,CM,20,Germany,Bundesliga,FC Bayern München,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/aleksandar-pavlovic/275298,,,,,,M,aleksandar pavlovic,792380.0,Aleksandar Pavlovic,Bayern Munich,2025.0,90000000,90000000,ok,False,,
Martín Payero,73,70,65,73,76,63,73,70,70,70.0,59.0,78,67.0,59.0,61,75,66.0,75.0,76,72,69.0,78.0,72,68,73,76,76,65.0,62.0,62.0,65.0,61.0,75,73,75,69,CM,2,3,Right,182,78,CDM,26,Argentina,Serie A Enilive,Udinese,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/martin-payero/240970,,,,,,M,martin payero,555820.0,Martín Payero,US Cremonese,2025.0,5000000,6000000,ok,False,,
Marcus Holmgren Pedersen,73,89,49,68,72,65,68,89,89,70.0,48.0,51,42.0,46.0,53,65,74.0,44.0,69,68,67.0,74.0,80,74,65,68,63,66.0,38.0,65.0,70.0,71.0,66,85,64,55,RM,4,3,Right,183,76,"LM, RB, RW",24,Norway,Serie A Enilive,Torino,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/marcus-holmgren-pedersen/243481,,,,,,M,marcus holmgren pedersen,,,,,,,non_trouve,False,,
Mads Pedersen,73,82,52,65,73,67,67,85,79,71.0,45.0,66,54.0,46.0,41,66,68.0,37.0,70,63,55.0,73.0,82,78,71,71,58,68.0,48.0,68.0,72.0,70.0,67,73,58,82,LB,3,3,Left,174,72,LM,28,Denmark,Bundesliga,FC Augsburg,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mads-pedersen/229640,,,,,,M,mads pedersen,288429.0,Mads Pedersen,FC Augsburg,2025.0,800000,3500000,ok,False,,
Iñaki Peña,73,72,68,77,73,35,72,33,38,,,58,,,17,39,10.0,12.0,33,57,12.0,12.0,49,51,73,21,38,,11.0,,10.0,11.0,54,27,54,17,GK,3,1,Right,184,78,,25,Spain,LALIGA EA SPORTS,FC Barcelona,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/inaki-pena/246139,72.0,68.0,77.0,72.0,73.0,M,inaki pena,283170.0,Iñaki Peña,FC Barcelona,2025.0,4000000,10000000,ok,False,,
Ricardo Pepi,73,70,74,57,70,41,71,71,69,75.0,80.0,74,66.0,67.0,67,52,43.0,51.0,67,59,61.0,68.0,66,67,70,74,67,41.0,69.0,34.0,40.0,34.0,70,75,72,62,ST,3,3,Right,185,74,,21,United States,Eredivisie,PSV,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/ricardo-pepi/251223,,,,,,M,ricardo pepi,627207.0,Ricardo Pepi,PSV Eindhoven,2025.0,30000000,30000000,ok,False,,
João Pedro,73,65,75,53,67,25,80,64,66,75.0,75.0,79,72.0,68.0,70,50,43.0,53.0,60,51,61.0,68.0,68,61,74,66,69,17.0,75.0,19.0,20.0,22.0,84,74,84,77,ST,3,3,Right,182,87,,31,Brazil,ROSHN Saudi League,Al Taawoun,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joao-pedro/240290,,,,,,M,joao pedro,626724.0,João Pedro,Chelsea FC,2025.0,80000000,80000000,ok,False,,
Guga Rodrigues,73,76,66,74,74,66,64,74,77,66.0,59.0,81,73.0,50.0,66,73,72.0,72.0,75,74,73.0,69.0,80,84,76,77,76,67.0,58.0,66.0,69.0,66.0,67,74,57,66,CM,4,3,Right,168,70,CDM,27,Portugal,CSL,Beijing FC,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/guga-rodrigues/251294,,,,,,M,guga rodrigues,,,,,,,non_trouve,False,,
Joaquín Pereyra,73,67,66,74,72,59,66,66,67,75.0,62.0,73,70.0,56.0,57,77,71.0,65.0,77,68,70.0,71.0,68,71,74,74,75,68.0,46.0,55.0,62.0,58.0,61,74,65,58,LM,3,3,Left,181,73,"RM, LW",25,Argentina,MLS,Minnesota United,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/joaquin-pereyra/233092,,,,,,M,joaquin pereyra,424043.0,Joaquín Pereyra,Minnesota United FC,2025.0,5000000,5000000,ok,False,,
Mauricio Pereyra,73,67,65,74,75,53,66,69,66,76.0,61.0,70,65.0,64.0,62,77,73.0,73.0,75,72,68.0,73.0,80,83,73,75,73,68.0,49.0,37.0,61.0,51.0,62,73,62,67,CAM,2,4,Right,170,63,CM,34,Uruguay,Libertadores,Nacional,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/mauricio-pereyra/204691,,,,,,M,mauricio pereyra,102452.0,Mauricio Pereyra,FK Krasnodar,2018.0,1500000,7000000,ok,True,,
Rafael Pérez,73,59,45,51,61,71,85,55,63,35.0,41.0,56,46.0,35.0,55,43,29.0,43.0,66,58,47.0,60.0,56,64,70,62,69,72.0,68.0,71.0,73.0,69.0,70,81,88,84,CB,3,2,Right,186,76,,34,Colombia,Libertadores,Junior,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/rafael-perez/239088,,,,,,M,rafael perez,117874.0,Rafael Pérez,Unión Magdalena,2024.0,,,ok,True,,
Luis Pérez,73,87,47,60,66,67,76,88,87,74.0,45.0,51,45.0,29.0,44,63,63.0,45.0,63,53,58.0,65.0,83,77,65,61,65,70.0,55.0,65.0,70.0,73.0,80,88,73,67,RB,2,3,Right,174,71,,29,Spain,LALIGA EA SPORTS,R. Valladolid CF,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/luis-perez/235088,,,,,,M,luis perez,358115.0,Luis Pérez,Gaziantep FK,2025.0,800000,2000000,ok,False,,
Fran Pérez,73,75,68,70,74,39,56,76,74,71.0,67.0,67,73.0,66.0,66,67,69.0,62.0,75,68,63.0,77.0,77,67,71,74,59,42.0,30.0,47.0,35.0,31.0,55,70,55,40,RM,4,4,Right,176,67,"LM, RW",22,Spain,LALIGA EA SPORTS,Valencia CF,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/fran-perez/271373,,,,,,M,fran perez,622988.0,Fran Pérez,Rayo Vallecano,2025.0,2500000,8000000,ok,False,,
Kike Pérez,73,60,64,71,77,59,54,62,58,64.0,66.0,59,74.0,52.0,43,74,53.0,60.0,78,75,73.0,79.0,74,69,72,80,66,63.0,57.0,50.0,67.0,60.0,62,46,56,59,CM,3,3,Left,184,80,"CAM, CDM",27,Spain,LALIGA EA SPORTS,R. Valladolid CF,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/kike-perez/236760,,,,,,M,kike perez,527698.0,Kike Pérez,Venezia FC,2024.0,2200000,4500000,ok,True,,
Pavao Pervan,73,72,73,69,75,30,70,32,27,,,52,15.0,,14,34,19.0,14.0,22,30,15.0,14.0,36,33,70,15,30,15.0,15.0,16.0,21.0,19.0,54,22,54,28,GK,4,1,Right,194,88,,36,Austria,Bundesliga,VfL Wolfsburg,https://www.ea.com/games/ea-sports-fc/ratings/player-ratings/pavao-pervan/199909,72.0,73.0,69.0,70.0,75.0,M,pavao pervan,51977.0,Pavao Pervan,VfL Wolfsburg,2025.0,300000,800000,ok,False,,
